,Unnamed: 0,SHS_ID,PRIORITY_DEC,WELCHOL_DECILE,NEW_SEGMENT,YEARMONTH,WEL_TOTAL_TMOT,NRx,TRx,EMAIL_OPEN,EMAIL_SEND,PDEs,Calls,DSI_SAMPLES,CSS_Samples,total_paid,Copay_card,paid_copay,tmot_supplied,WELCHOL_KICKER_FLAG,WELCHOL_90_DAYS_RX_FLAG,sales_contest,NRx_1,NRx_2,NRx_3,NRx_4,PDE_1,PDE_2,PDE_transformed,DSI_SAMPLES_transformed,CSS_Samples_transformed,tmot_supplied_transformed,PDE_transformed_with_lags
243,244,138981,LOW,5,HV - HR,201512,4.28600010275841,0,2,0,3,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,245,138981,LOW,5,HV - HR,201601,0.7290000021457671,1,2,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,246,138981,LOW,5,HV - HR,201602,0.428999990224838,0,1,0,2,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
246,247,138981,LOW,5,HV - HR,201603,7.28600010275841,2,3,0,1,0.5,1,4,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,1.0,0.5,0.0,0.221199216928595,0.8646647167633871,0.0,0.0,0.277472646357928
247,248,138981,LOW,5,HV - HR,201604,4.28600010275841,0,2,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,2.0,0.0,1.0,0.0,0.5,0.5,0.221199216928595,0.0,0.0,0.0,0.295311910281287
248,249,138981,LOW,5,HV - HR,201605,1.28600001335144,1,1,0,0,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,0.0,1.0,0.5,0.5,0.393469340287367,0.0,0.0,0.0,0.45118836390597405
249,250,138981,LOW,5,HV - HR,201606,6.0,0,2,0,1,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,2.0,0.0,1.0,0.5,0.393469340287367,0.0,0.0,0.0,0.490843579392451
250,251,138981,LOW,5,HV - HR,201607,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.181269246922018
251,252,138981,LOW,5,HV - HR,201608,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048770575499286
252,253,138981,LOW,5,HV - HR,201609,9.857000112533571,0,3,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,254,138981,LOW,5,HV - HR,201610,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,255,138981,LOW,5,HV - HR,201611,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,256,138981,LOW,5,HV - HR,201612,6.85700011253357,2,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,257,138981,LOW,5,HV - HR,201701,0.0,0,0,0,0,1.0,2,0,0,0.0,0,0.0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.393469340287367,0.0,0.0,0.0,0.393469340287367
257,258,138981,LOW,5,HV - HR,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13929202357494197
258,259,138981,LOW,5,HV - HR,201703,5.14300012588501,2,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048770575499286
259,260,138981,LOW,5,HV - HR,201704,3.0,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,261,138981,LOW,5,HV - HR,201705,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,262,138981,LOW,5,HV - HR,201706,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,263,138981,LOW,5,HV - HR,201707,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,264,138981,LOW,5,HV - HR,201708,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,265,145890,HIGH,3,LV - HR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
265,266,145890,HIGH,3,LV - HR,201510,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
266,267,145890,HIGH,3,LV - HR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,268,145890,HIGH,3,LV - HR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,269,145890,HIGH,3,LV - HR,201601,3.85700011253357,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,270,145890,HIGH,3,LV - HR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,271,145890,HIGH,3,LV - HR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,272,145890,HIGH,3,LV - HR,201604,3.85700011253357,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,273,145890,HIGH,3,LV - HR,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,274,145890,HIGH,3,LV - HR,201606,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,275,145890,HIGH,3,LV - HR,201607,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,276,145890,HIGH,3,LV - HR,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,277,145890,HIGH,3,LV - HR,201609,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,278,145890,HIGH,3,LV - HR,201610,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,279,145890,HIGH,3,LV - HR,201611,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,280,145890,HIGH,3,LV - HR,201612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,281,145890,HIGH,3,LV - HR,201701,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,282,145890,HIGH,3,LV - HR,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,283,145890,HIGH,3,LV - HR,201703,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,284,145890,HIGH,3,LV - HR,201704,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
284,285,145890,HIGH,3,LV - HR,201705,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
285,286,145890,HIGH,3,LV - HR,201706,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
286,287,145890,HIGH,3,LV - HR,201707,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,288,145890,HIGH,3,LV - HR,201708,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,289,146946,LOW,0,LV - LR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
289,290,146946,LOW,0,LV - LR,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
290,291,146946,LOW,0,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,292,146946,LOW,0,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,293,146946,LOW,0,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,294,146946,LOW,0,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,295,146946,LOW,0,LV - LR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,296,146946,LOW,0,LV - LR,201604,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,297,146946,LOW,0,LV - LR,201605,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,298,146946,LOW,0,LV - LR,201606,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,299,146946,LOW,0,LV - LR,201607,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,300,146946,LOW,0,LV - LR,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,301,146946,LOW,0,LV - LR,201609,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,302,146946,LOW,0,LV - LR,201610,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,303,146946,LOW,0,LV - LR,201611,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
303,304,146946,LOW,0,LV - LR,201612,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
304,305,146946,LOW,0,LV - LR,201701,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
305,306,146946,LOW,0,LV - LR,201702,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,307,146946,LOW,0,LV - LR,201703,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,308,146946,LOW,0,LV - LR,201704,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,309,146946,LOW,0,LV - LR,201705,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,310,146946,LOW,0,LV - LR,201706,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,311,146946,LOW,0,LV - LR,201707,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,312,146946,LOW,0,LV - LR,201708,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,313,168222,HIGH,4,Writer not called,201509,3.0,2,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
313,314,168222,HIGH,4,Writer not called,201510,7.85700011253357,1,3,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,,,,0.0,,0.0,0.0,0.0,0.0,
314,315,168222,HIGH,4,Writer not called,201511,3.5710000991821302,1,2,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,316,168222,HIGH,4,Writer not called,201512,5.0,0,3,0,3,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,317,168222,HIGH,4,Writer not called,201601,7.71400022506714,0,2,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,318,168222,HIGH,4,Writer not called,201602,1.0,1,1,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,319,168222,HIGH,4,Writer not called,201603,1.0,0,1,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,320,168222,HIGH,4,Writer not called,201604,15.714000225067101,3,6,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,321,168222,HIGH,4,Writer not called,201605,1.0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,322,168222,HIGH,4,Writer not called,201606,1.0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,323,168222,HIGH,4,Writer not called,201607,10.4279999732971,0,6,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,324,168222,HIGH,4,Writer not called,201608,1.0,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,325,168222,HIGH,4,Writer not called,201609,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,326,168222,HIGH,4,Writer not called,201610,1.0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,327,168222,HIGH,4,Writer not called,201611,3.85700011253357,1,1,0,0,0.0,0,0,4,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8646647167633871,0.0,0.0
327,328,168222,HIGH,4,Writer not called,201612,1.0,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,329,168222,HIGH,4,Writer not called,201701,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,330,168222,HIGH,4,Writer not called,201702,3.85700011253357,1,1,0,0,0.0,0,0,4,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8646647167633871,0.0,0.0
330,331,168222,HIGH,4,Writer not called,201703,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,332,168222,HIGH,4,Writer not called,201704,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,333,168222,HIGH,4,Writer not called,201705,3.85700011253357,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,334,168222,HIGH,4,Writer not called,201706,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,335,168222,HIGH,4,Writer not called,201707,3.85700011253357,1,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,336,168222,HIGH,4,Writer not called,201708,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,337,181723,MEDIUM,0,LV - LR,201509,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
337,338,181723,MEDIUM,0,LV - LR,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
338,339,181723,MEDIUM,0,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,340,181723,MEDIUM,0,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,341,181723,MEDIUM,0,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,342,181723,MEDIUM,0,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,343,181723,MEDIUM,0,LV - LR,201603,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,344,181723,MEDIUM,0,LV - LR,201604,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
344,345,181723,MEDIUM,0,LV - LR,201605,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.221199216928595,0.0,0.0,0.0,0.277472646357928
345,346,181723,MEDIUM,0,LV - LR,201606,0.0,0,0,0,0,1.0,2,4,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.393469340287367,0.8646647167633871,0.0,0.0,0.45118836390597405
346,347,181723,MEDIUM,0,LV - LR,201607,0.0,0,0,0,0,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.5,0.221199216928595,0.0,0.0,0.0,0.346230214870153
347,348,181723,MEDIUM,0,LV - LR,201608,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.11750309741540499
348,349,181723,MEDIUM,0,LV - LR,201609,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
349,350,181723,MEDIUM,0,LV - LR,201610,0.0,0,0,0,1,0.5,1,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.221199216928595,0.0,0.0,0.0,0.221199216928595
350,351,181723,MEDIUM,0,LV - LR,201611,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0722565136714471
351,352,181723,MEDIUM,0,LV - LR,201612,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0246900879716674
352,353,181723,MEDIUM,0,LV - LR,201701,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,354,181723,MEDIUM,0,LV - LR,201702,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,355,181723,MEDIUM,0,LV - LR,201703,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,356,181723,MEDIUM,0,LV - LR,201704,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,357,181723,MEDIUM,0,LV - LR,201705,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,358,181723,MEDIUM,0,LV - LR,201706,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,359,181723,MEDIUM,0,LV - LR,201707,0.0,0,0,0,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,360,181723,MEDIUM,0,LV - LR,201708,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,361,186287,LOW,0,LV - LR,201509,1.28600001335144,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,
361,362,186287,LOW,0,LV - LR,201510,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,
362,363,186287,LOW,0,LV - LR,201511,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,364,186287,LOW,0,LV - LR,201512,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,365,186287,LOW,0,LV - LR,201601,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,366,186287,LOW,0,LV - LR,201602,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,367,186287,LOW,0,LV - LR,201603,0.0,0,0,0,0,1.5,3,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.527633447258985,0.0,0.0,0.0,0.527633447258985
